INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	SMILES	QSAR_READY_SMILES
1119-34-2	CAS-RN	DTXSID20883650	L-(+)-Arginine monohydrochloride	Cl.N[C@@H](CCCNC(N)=N)C(O)=O	NC(CCCNC(N)=N)C(O)=O
1119-40-0	CAS-RN	DTXSID3025122	Dimethyl glutarate	COC(=O)CCCC(=O)OC	COC(=O)CCCC(=O)OC
1119-97-7	CAS-RN	DTXSID0044367	Tetradonium bromide	[Br-].CCCCCCCCCCCCCC[N+](C)(C)C	CCCCCCCCCCCCCC[N+](C)(C)C
111988-49-9	CAS-RN	DTXSID7034961	Thiacloprid	ClC1=CC=C(CN2CCS\C2=N/C#N)C=N1	ClC1=CC=C(CN2CCSC2=NC#N)C=N1
111991-09-4	CAS-RN	DTXSID6034764	Nicosulfuron	COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=NC=CC=C2C(=O)N(C)C)=N1	COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=NC=CC=C2C(=O)N(C)C)=N1
112-02-7	CAS-RN	DTXSID6026901	Hexadecyl trimethyl ammonium chloride	[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)C	CCCCCCCCCCCCCCCC[N+](C)(C)C
112-03-8	CAS-RN	DTXSID1026902	N,N,N-Trimethyloctadecan-1-aminium chloride	[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C	CCCCCCCCCCCCCCCCCC[N+](C)(C)C
112-05-0	CAS-RN	DTXSID3021641	Nonanoic acid	CCCCCCCCC(O)=O	CCCCCCCCC(O)=O
112-06-1	CAS-RN	DTXSID9047124	Heptyl acetate	CCCCCCCOC(C)=O	CCCCCCCOC(C)=O
112-07-2	CAS-RN	DTXSID1026904	2-Butoxyethyl acetate	CCCCOCCOC(C)=O	CCCCOCCOC(C)=O
112-11-8	CAS-RN	DTXSID9059412	9-Octadecenoic acid (9Z)-, 1-methylethyl ester	CCCCCCCCC=CCCCCCCCC(=O)OC(C)C	CCCCCCCCC=CCCCCCCCC(=O)OC(C)C
112-12-9	CAS-RN	DTXSID2021943	2-Undecanone	CCCCCCCCCC(C)=O	CCCCCCCCCC(C)=O
112-14-1	CAS-RN	DTXSID8044202	Octyl acetate	CCCCCCCCOC(C)=O	CCCCCCCCOC(C)=O
112-15-2	CAS-RN	DTXSID6026905	2-(2-Ethoxyethoxy)ethyl acetate	CCOCCOCCOC(C)=O	CCOCCOCCOC(C)=O
112-17-4	CAS-RN	DTXSID8047189	Decyl acetate	CCCCCCCCCCOC(C)=O	CCCCCCCCCCOC(C)=O
112-18-5	CAS-RN	DTXSID1026906	N,N-Dimethyldodecan-1-amine	CCCCCCCCCCCCN(C)C	CCCCCCCCCCCCN(C)C
112-24-3	CAS-RN	DTXSID9023702	Triethylenetetramine	NCCNCCNCCN	NCCNCCNCCN
112-25-4	CAS-RN	DTXSID1026908	2-Hexyloxyethanol	CCCCCCOCCO	CCCCCCOCCO
112-26-5	CAS-RN	DTXSID8047000	1,2-Bis(2-chloroethoxy)ethane	ClCCOCCOCCCl	ClCCOCCOCCCl
112-27-6	CAS-RN	DTXSID4021393	Triethylene glycol	OCCOCCOCCO	OCCOCCOCCO
112-29-8	CAS-RN	DTXSID9051581	1-Bromodecane	CCCCCCCCCCBr	CCCCCCCCCCBr
112-30-1	CAS-RN	DTXSID7021946	1-Decanol	CCCCCCCCCCO	CCCCCCCCCCO
112-31-2	CAS-RN	DTXSID4021553	Decanal	CCCCCCCCCC=O	CCCCCCCCCC=O
112-32-3	CAS-RN	DTXSID4059417	Formic acid, octyl ester	CCCCCCCCOC=O	CCCCCCCCOC=O
112-33-4	CAS-RN	DTXSID9059418	Ethanol, 2-[2-(3-aminopropoxy)ethoxy]-	NCCCOCCOCCO	NCCCOCCOCCO
112-34-5	CAS-RN	DTXSID8021519	2-(2-Butoxyethoxy)ethanol	CCCCOCCOCCO	CCCCOCCOCCO
112-35-6	CAS-RN	DTXSID5026912	2-[2-(2-Methoxyethoxy)ethoxy]ethanol	COCCOCCOCCO	COCCOCCOCCO
112-36-7	CAS-RN	DTXSID3025047	Diethylene glycol diethyl ether	CCOCCOCCOCC	CCOCCOCCOCC
112-38-9	CAS-RN	DTXSID8035001	10-Undecenoic acid	OC(=O)CCCCCCCCC=C	OC(=O)CCCCCCCCC=C
112-39-0	CAS-RN	DTXSID4029149	Methyl hexadecanoate	CCCCCCCCCCCCCCCC(=O)OC	CCCCCCCCCCCCCCCC(=O)OC
112-40-3	CAS-RN	DTXSID0026913	Dodecane	CCCCCCCCCCCC	CCCCCCCCCCCC
112-42-5	CAS-RN	DTXSID0026915	1-Undecanol	CCCCCCCCCCCO	CCCCCCCCCCCO
112-43-6	CAS-RN	DTXSID4059419	10-Undecen-1-ol	OCCCCCCCCCC=C	OCCCCCCCCCC=C
112-44-7	CAS-RN	DTXSID4021688	Undecanal	CCCCCCCCCCC=O	CCCCCCCCCCC=O
112-45-8	CAS-RN	DTXSID3037757	10-Undecen-1-al	C=CCCCCCCCCC=O	C=CCCCCCCCCC=O
112-48-1	CAS-RN	DTXSID5074268	Ethylene glycol dibutyl ether	CCCCOCCOCCCC	CCCCOCCOCCCC
112-49-2	CAS-RN	DTXSID8026224	Triethylene glycol dimethyl ether	COCCOCCOCCOC	COCCOCCOCCOC
112-50-5	CAS-RN	DTXSID3024368	2-[2-(2-Ethoxyethoxy)ethoxy]ethanol	CCOCCOCCOCCO	CCOCCOCCOCCO
112-53-8	CAS-RN	DTXSID5026918	1-Dodecanol	CCCCCCCCCCCCO	CCCCCCCCCCCCO
112-54-9	CAS-RN	DTXSID6021589	Dodecanal	CCCCCCCCCCCC=O	CCCCCCCCCCCC=O
112-56-1	CAS-RN	DTXSID6024674	2-(2-Butoxyethoxy)ethyl thiocyanate	CCCCOCCOCCSC#N	CCCCOCCOCCSC#N
112-57-2	CAS-RN	DTXSID7026108	Tetraethylenepentamine	NCCNCCNCCNCCN	NCCNCCNCCNCCN
112-58-3	CAS-RN	DTXSID8059421	Hexane, 1,1'-oxybis-	CCCCCCOCCCCCC	CCCCCCOCCCCCC
112-59-4	CAS-RN	DTXSID4026921	2-[2-(Hexyloxy)ethoxy]ethanol	CCCCCCOCCOCCO	CCCCCCOCCOCCO
112-60-7	CAS-RN	DTXSID9026922	Tetraethylene glycol	OCCOCCOCCOCCO	OCCOCCOCCOCCO
112-61-8	CAS-RN	DTXSID2047640	Methyl stearate	CCCCCCCCCCCCCCCCCC(=O)OC	CCCCCCCCCCCCCCCCCC(=O)OC
112-69-6	CAS-RN	DTXSID9026924	N,N-Dimethyl-1-hexadecanamine	CCCCCCCCCCCCCCCCN(C)C	CCCCCCCCCCCCCCCCN(C)C
112-70-9	CAS-RN	DTXSID2021947	1-Tridecanol	CCCCCCCCCCCCCO	CCCCCCCCCCCCCO
112-72-1	CAS-RN	DTXSID9026926	1-Tetradecanol	CCCCCCCCCCCCCCO	CCCCCCCCCCCCCCO
112-73-2	CAS-RN	DTXSID8025046	Diethylene glycol dibutyl ether	CCCCOCCOCCOCCCC	CCCCOCCOCCOCCCC
112-75-4	CAS-RN	DTXSID4026927	Dimethyl(tetradecyl)amine	CCCCCCCCCCCCCCN(C)C	CCCCCCCCCCCCCCN(C)C
112-76-5	CAS-RN	DTXSID9051583	Octadecanoyl chloride	CCCCCCCCCCCCCCCCCC(Cl)=O	CCCCCCCCCCCCCCCCCC(Cl)=O
112-80-1	CAS-RN	DTXSID1025809	Oleic acid	CCCCCCCC\C=C/CCCCCCCC(O)=O	CCCCCCCCC=CCCCCCCCC(O)=O
112-82-3	CAS-RN	DTXSID2049397	1-Bromohexadecane	CCCCCCCCCCCCCCCCBr	CCCCCCCCCCCCCCCCBr
112-84-5	CAS-RN	DTXSID4026929	Erucamide	CCCCCCCC\C=C/CCCCCCCCCCCC(N)=O	CCCCCCCCC=CCCCCCCCCCCCC(N)=O
112-85-6	CAS-RN	DTXSID3026930	Docosanoic acid	CCCCCCCCCCCCCCCCCCCCCC(O)=O	CCCCCCCCCCCCCCCCCCCCCC(O)=O
112-86-7	CAS-RN	DTXSID8026931	(13Z)-Docos-13-enoic acid	CCCCCCCC\C=C/CCCCCCCCCCCC(O)=O	CCCCCCCCC=CCCCCCCCCCCCC(O)=O
112-91-4	CAS-RN	DTXSID3026934	(Z)-9-Octadecenenitrile	CCCCCCCC\C=C/CCCCCCCC#N	CCCCCCCCC=CCCCCCCCC#N
112-92-5	CAS-RN	DTXSID8026935	1-Octadecanol	CCCCCCCCCCCCCCCCCCO	CCCCCCCCCCCCCCCCCCO
112-95-8	CAS-RN	DTXSID1025227	Eicosane	CCCCCCCCCCCCCCCCCCCC	CCCCCCCCCCCCCCCCCCCC
112-98-1	CAS-RN	DTXSID3059424	5,8,11,14,17-Pentaoxaheneicosane	CCCCOCCOCCOCCOCCOCCCC	CCCCOCCOCCOCCOCCOCCCC
1120-10-1	CAS-RN	DTXSID20149804	Nonanoic acid, 9-chloro-	OC(=O)CCCCCCCCCl	OC(=O)CCCCCCCCCl
1120-21-4	CAS-RN	DTXSID9021689	Undecane	CCCCCCCCCCC	CCCCCCCCCCC
1120-24-7	CAS-RN	DTXSID1049566	Decyldimethylamine	CCCCCCCCCCN(C)C	CCCCCCCCCCN(C)C
1120-71-4	CAS-RN	DTXSID8021195	1,3-Propane sultone	O=S1(=O)CCCO1	O=S1(=O)CCCO1
1121-07-9	CAS-RN	DTXSID40149902	2,5-Pyrrolidinedione, 1-methyl-	CN1C(=O)CCC1=O	CN1C(=O)CCC1=O
1121-24-0	CAS-RN	DTXSID80149906	Phenol, o-mercapto- (6CI,7CI,8CI)	OC1=CC=CC=C1S	OC1=CC=CC=C1S
1121-60-4	CAS-RN	DTXSID1061522	2-Pyridinecarboxaldehyde	O=CC1=CC=CC=N1	O=CC1=CC=CC=N1
112143-77-8	Deleted CAS-RN	DTXSID7023980	Chlorsulfuron	COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(Cl)C=CC=C2)=N1	COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(Cl)C=CC=C2)=N1
112143-82-5	CAS-RN	DTXSID5034307	Triazamate	CCOC(=O)CSC1=NC(=NN1C(=O)N(C)C)C(C)(C)C	CCOC(=O)CSC1=NC(=NN1C(=O)N(C)C)C(C)(C)C
1122-58-3	CAS-RN	DTXSID0044369	N,N-dimethylpyridin-4-amine	CN(C)C1=CC=NC=C1	CN(C)C1=CC=NC=C1
1122-62-9	CAS-RN	DTXSID7024409	2-Acetylpyridine	CC(=O)C1=CC=CC=N1	CC(=O)C1=CC=CC=N1
112226-61-6	CAS-RN	DTXSID4032619	Halofenozide	CC(C)(C)N(NC(=O)C1=CC=C(Cl)C=C1)C(=O)C1=CC=CC=C1	CC(C)(C)N(NC(=O)C1=CC=C(Cl)C=C1)C(=O)C1=CC=CC=C1
112281-77-3	CAS-RN	DTXSID8034956	Tetraconazole	FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1	FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1
1123-25-7	CAS-RN	DTXSID10149979	1-Methylcyclohexanecarboxylic acid	CC1(CCCCC1)C(O)=O	CC1(CCCCC1)C(O)=O
1123-85-9	CAS-RN	DTXSID8037756	2-Phenylpropan-1-ol	CC(CO)C1=CC=CC=C1	CC(CO)C1=CC=CC=C1
112344-52-2	CAS-RN	DTXSID70874896	FLOBUFEN	CC(CC(=O)C1=CC=C(C=C1)C1=C(F)C=C(F)C=C1)C(O)=O	CC(CC(=O)C1=CC=C(C=C1)C1=C(F)C=C(F)C=C1)C(O)=O
1124-11-4	CAS-RN	DTXSID6047070	Tetramethylpyrazine	CC1=NC(C)=C(C)N=C1C	CC1=NC(C)=C(C)N=C1C
1124-33-0	CAS-RN	DTXSID9041524	4-Nitropyridine-1-oxide	[O-][N+](=O)C1=CC=[N+]([O-])C=C1	[O-][N+](=O)C1=CC=[N+]([O-])C=C1
1124-54-5	CAS-RN	DTXSID20150031	Carbamic acid, cyclohexyl ester	NC(=O)OC1CCCCC1	NC(=O)OC1CCCCC1
112457-95-1	NO_MATCH	-	-	-	-
1125-85-5	CAS-RN	DTXSID80920818	4H-1,3-Benzoxazin-2-ol	OC1=NCC2=CC=CC=C2O1	OC1=NCC2=CC=CC=C2O1
1125-88-8	CAS-RN	DTXSID5061538	Benzene, (dimethoxymethyl)-	COC(OC)C1=CC=CC=C1	COC(OC)C1=CC=CC=C1
1126-78-9	CAS-RN	DTXSID9044370	N-Butylaniline	CCCCNC1=CC=CC=C1	CCCCNC1=CC=CC=C1
112665-43-7	CAS-RN	DTXSID4021397	(+-)-7-(3,5,6-trimethyl-1,4-benzoquinon-2-yl)-7-phenylheptanoic acid	CC1=C(C)C(=O)C(C(CCCCCC(O)=O)C2=CC=CC=C2)=C(C)C1=O	CC1=C(C)C(=O)C(C(CCCCCC(O)=O)C2=CC=CC=C2)=C(C)C1=O
112668-63-0	CAS-RN	DTXSID40150134	4H-Pyrido(1,2-a)pyrimidine-3-acetic acid, 9-((4-acetyl-3-hydroxy-2-propylphenoxy)methyl)-4-oxo-	CCCC1=C(OCC2=CC=CN3C(=O)C(CC(O)=O)=CN=C23)C=CC(C(C)=O)=C1O	CCCC1=C(OCC2=CC=CN3C(=O)C(CC(O)=O)=CN=C23)C=CC(C(C)=O)=C1O
112668-65-2	CAS-RN	DTXSID00150135	4H-Pyrido(1,2-a)pyrimidine-3-propanoic acid, 9-((4-acetyl-3-hydroxy-2-propylphenoxy)methyl)-4-oxo-	CCCC1=C(OCC2=CC=CN3C(=O)C(CCC(O)=O)=CN=C23)C=CC(C(C)=O)=C1O	CCCC1=C(OCC2=CC=CN3C(=O)C(CCC(O)=O)=CN=C23)C=CC(C(C)=O)=C1O
112733-06-9	CAS-RN	DTXSID0047296	Zenarestat	OC(=O)CN1C(=O)N(CC2=CC=C(Br)C=C2F)C(=O)C2=C1C=C(Cl)C=C2	OC(=O)CN1C(=O)N(CC2=CC=C(Br)C=C2F)C(=O)C2=C1C=C(Cl)C=C2
112733-08-1	CAS-RN	DTXSID80150153	1(2H)-Quinazolineacetic acid, 3,4-dihydro-3-((4-bromo-2-fluorophenyl)methyl)-2,4-dioxo-7-fluoro-	OC(=O)CN1C(=O)N(CC2=C(F)C=C(Br)C=C2)C(=O)C2=C1C=C(F)C=C2	OC(=O)CN1C(=O)N(CC2=C(F)C=C(Br)C=C2)C(=O)C2=C1C=C(F)C=C2
112764-00-8	CAS-RN	DTXSID00715743	3-Hexyl-4-hydroxy-6-undecyl-5,6-dihydro-2H-pyran-2-one	CCCCCCCCCCCC1CC(O)=C(CCCCCC)C(=O)O1	CCCCCCCCCCCC1CC(=O)C(CCCCCC)C(=O)O1
1128-08-1	CAS-RN	DTXSID4051584	Dihydrojasmone	CCCCCC1=C(C)CCC1=O	CCCCCC1=C(C)CCC1=O
112832-99-2	CAS-RN	DTXSID90150189	2H-Azepin-2-one, hexahydro-1-(4-(heptyloxy)butyl)-	CCCCCCCOCCCCN1CCCCCC1=O	CCCCCCCOCCCCN1CCCCCC1=O
112839-32-4	CAS-RN	DTXSID8057936	Furconazole-cis	FC(F)(F)CO[C@@H]1CC[C@](CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1	FC(F)(F)COC1CCC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1
112881-58-0	CAS-RN	DTXSID00150195	1H-Pyrrolo(2,3-f)quinoline-2,7,9-tricarboxamide, 4,5-dihydro-N,N,N',N',N'',N''-hexamethyl-4,5-dioxo-	CN(C)C(=O)C1=CC2=C(N1)C1=C(N=C(C=C1C(=O)N(C)C)C(=O)N(C)C)C(=O)C2=O	CN(C)C(=O)C1=CC2=C(N1)C1=C(N=C(C=C1C(=O)N(C)C)C(=O)N(C)C)C(=O)C2=O
112885-42-4	CAS-RN	DTXSID7046207	Mosapride citrate	OC(=O)CC(O)(CC(O)=O)C(O)=O.CCOC1=C(C=C(Cl)C(N)=C1)C(=O)NCC1CN(CC2=CC=C(F)C=C2)CCO1	CCOC1=C(C=C(Cl)C(N)=C1)C(=O)NCC1CN(CC2=CC=C(F)C=C2)CCO1
1129-41-5	CAS-RN	DTXSID8057938	Metolcarb	CN=C(O)OC1=CC=CC(C)=C1	CN=C(O)OC1=CC=CC(C)=C1
1129-42-6	CAS-RN	DTXSID00883658	Urea, N-(hexahydro-6-methyl-2-oxo-4-pyrimidinyl)-	CC1CC(NC(N)=O)NC(=O)N1	CC1CC(NC(N)=O)NC(=O)N1
112964-99-5	NO_MATCH	-	-	-	-
113-00-8	CAS-RN	DTXSID0023117	Guanidine	NC(N)=N	NC(N)=N
113-42-8	CAS-RN	DTXSID1023283	Methergine	CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1	CCC(CO)NC(=O)C1CN(C)C2CC3=CNC4=CC=CC(=C34)C2=C1
113-45-1	CAS-RN	DTXSID5023299	Methylphenidate	COC(=O)C(C1CCCCN1)C1=CC=CC=C1	COC(=O)C(C1CCCCN1)C1=CC=CC=C1
113-48-4	CAS-RN	DTXSID6032562	Octylbicycloheptenedicarboximide	CCCCC(CC)CN1C(=O)C2C3CC(C=C3)C2C1=O	CCCCC(CC)CN1C(=O)C2C3CC(C=C3)C2C1=O
113-52-0	CAS-RN	DTXSID7040738	Imipramine hydrochloride	Cl.CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2	CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
113-53-1	CAS-RN	DTXSID2022961	Dothiepin	CN(C)CCC=C1C2=CC=CC=C2CSC2=C1C=CC=C2	CN(C)CCC=C1C2=CC=CC=C2CSC2=C1C=CC=C2
113-59-7	CAS-RN	DTXSID4022810	Chlorprothixene	CN(C)CC\C=C1/C2=CC=CC=C2SC2=C1C=C(Cl)C=C2	CN(C)CCC=C1C2=CC=CC=C2SC2=CC=C(Cl)C=C12
113-69-9	CAS-RN	DTXSID70920968	3-(Diethylcarbamoyl)-9,10-dimethoxy-1,3,4,6,7,11b-hexahydro-2H-pyrido[2,1-a]isoquinolin-2-yl acetate--hydrogen chloride (1/1)	Cl.CCN(CC)C(=O)C1CN2CCC3=CC(OC)=C(OC)C=C3C2CC1OC(C)=O	CCN(CC)C(=O)C1CN2CCC3=CC(OC)=C(OC)C=C3C2CC1OC(C)=O
113-92-8	CAS-RN	DTXSID4020321	Chlorpheniramine maleate	OC(=O)\C=C/C([O-])=O.C[NH+](C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1	CN(C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1
113-98-4	CAS-RN	DTXSID7045106	Penicillin G potassium	[K+].CC1(C)S[C@@H]2[C@H](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@H]1C([O-])=O	CC1(C)SC2C(NC(=O)CC3=CC=CC=C3)C(=O)N2C1C(O)=O
1131-18-6	CAS-RN	DTXSID6044517	3-Methyl-1-phenyl-1H-pyrazol-5-amine	CC1=NN(C(N)=C1)C1=CC=CC=C1	CC1=NN(C(N)=C1)C1=CC=CC=C1
113136-77-9	CAS-RN	DTXSID5032600	Cyclanilide	OC(=O)C1(CC1)C(=O)NC1=CC=C(Cl)C=C1Cl	OC(=O)C1(CC1)C(=O)NC1=CC=C(Cl)C=C1Cl
113139-67-6	CAS-RN	DTXSID40150311	2(1H)-Pyrazinone, 5,6-dimethyl-3-(1-methylethyl)-, monohydrochloride	Cl.CC(C)C1=NC(C)=C(C)NC1=O	CC(C)C1=NC(C)C(C)=NC1=O
113158-40-0	CAS-RN	DTXSID2057940	Fenoxaprop-P	C[C@@H](OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1)C(O)=O	CC(OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1)C(O)=O
1132-39-4	CAS-RN	DTXSID8061551	Diphenyl selenide	[Se](C1=CC=CC=C1)C1=CC=CC=C1	[Se](C1=CC=CC=C1)C1=CC=CC=C1
113296-13-2	CAS-RN	DTXSID7073804	Methanesulfonamide, N-(2,4-difluorophenyl)-N-(3-pyridinylmethyl)-	CS(=O)(=O)N(CC1=CN=CC=C1)C1=C(F)C=C(F)C=C1	CS(=O)(=O)N(CC1=CN=CC=C1)C1=C(F)C=C(F)C=C1
1134-04-9	CAS-RN	DTXSID0044781	2,3,4,5-Tetrachloro-6-(trichloromethyl)pyridine	ClC1=C(Cl)C(Cl)=C(Cl)C(=N1)C(Cl)(Cl)Cl	ClC1=C(Cl)C(Cl)=C(Cl)C(=N1)C(Cl)(Cl)Cl
1134-23-2	CAS-RN	DTXSID6032356	Cycloate	CCSC(=O)N(CC)C1CCCCC1	CCSC(=O)N(CC)C1CCCCC1
1134-36-7	CAS-RN	DTXSID8061553	[1,1'-Biphenyl]-4-ol, 3-amino-	NC1=C(O)C=CC(=C1)C1=CC=CC=C1	NC1=C(O)C=CC(=C1)C1=CC=CC=C1
1134-47-0	CAS-RN	DTXSID5022641	Baclofen	NCC(CC(O)=O)C1=CC=C(Cl)C=C1	NCC(CC(O)=O)C1=CC=C(Cl)C=C1
113614-08-7	CAS-RN	DTXSID7057941	Beflubutamid	CCC(OC1=CC(=C(F)C=C1)C(F)(F)F)C(O)=NCC1=CC=CC=C1	CCC(OC1=CC(=C(F)C=C1)C(F)(F)F)C(O)=NCC1=CC=CC=C1
113658-85-8	CAS-RN	DTXSID40921144	Ethyl 2-(1,1,3-trioxo-1,3-dihydro-2H-1lambda~6~,2-benzothiazol-2-yl)ethyl 2,4,6-trimethyl-1,4-dihydropyridine-3,5-dicarboxylate	CCOC(=O)C1=C(C)NC(C)=C(C1C)C(=O)OCCN1C(=O)C2=CC=CC=C2S1(=O)=O	CCOC(=O)C1=C(C)N=C(C)C(C1C)C(=O)OCCN1C(=O)C2=CC=CC=C2S1(=O)=O
1137-42-4	CAS-RN	DTXSID5036684	4-Hydroxybenzophenone	OC1=CC=C(C=C1)C(=O)C1=CC=CC=C1	OC1=CC=C(C=C1)C(=O)C1=CC=CC=C1
113702-01-5	CAS-RN	DTXSID00150534	Ergoline-8-methanol, 9,10-didehydro-1-(1,1-dimethylethyl)-6-methyl-, (8-beta)-	CCCCN1C=C2C[C@H]3N(C)C[C@H](CO)C=C3C3=C2C1=CC=C3	CCCCn1cc2CC3N(C)CC(CO)C=C3c3cccc1c23
113702-02-6	CAS-RN	DTXSID80921168	(1-tert-Butyl-10-methoxy-6-methylergolin-8-yl)methanol	[H][C@]1(CO)CN(C)[C@]2([H])CC3=CN(C4=CC=CC(=C34)C2(C1)OC)C(C)(C)C	COC12CC(CO)CN(C)C1CC1=CN(C3=CC=CC2=C13)C(C)(C)C
113702-03-7	CAS-RN	DTXSID60150535	Ergoline-8-methanol, 1-(1,1-dimethylethyl)-10-methoxy-6-methyl-, 5-bromo-3-pyridinecarboxylate(ester), (8-beta)-	CCCCN1C=C2C[C@H]3N(C)C[C@H](COC(=O)C4=CC(Br)=CN=C4)C[C@]3(OC)C3=C2C1=CC=C3	CCCCn1cc2CC3N(C)CC(COC(=O)c4cncc(Br)c4)CC3(OC)c3cccc1c23
113702-04-8	CAS-RN	DTXSID40921169	3-[(1-tert-Butyl-10-methoxy-6-methylergolin-8-yl)methoxy]cyclopent-2-en-1-one	[H][C@]1(COC2=CC(=O)CC2)CN(C)[C@]2([H])CC3=CN(C4=CC=CC(=C34)C2(C1)OC)C(C)(C)C	COC12CC(COC3=CC(=O)CC3)CN(C)C1CC1=CN(C3=CC=CC2=C13)C(C)(C)C
113702-05-9	CAS-RN	DTXSID50921170	(1-tert-Butyl-6-methylergolin-8-yl)methanol	[H][C@]1(CO)CN(C)[C@]2([H])CC3=CN(C4=CC=CC(=C34)C2([H])C1)C(C)(C)C	CN1CC(CO)CC2C1CC1=CN(C3=CC=CC2=C13)C(C)(C)C
113855-10-0	CAS-RN	DTXSID80150592	1-(2-(Decylthio)ethyl)azacyclopentane-2-one	CCCCCCCCCCSCCN1CCCC1=O	CCCCCCCCCCSCCN1CCCC1=O
113885-32-8	CAS-RN	DTXSID90150604	2-Pyrrolidinone, 1-(2-(decyloxy)ethyl)-	CCCCCCCCCCOCCN1CCCC1=O	CCCCCCCCCCOCCN1CCCC1=O
1139-30-6	CAS-RN	DTXSID4051586	(-)Carophyllene oxide	C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2	CC12CCC3C(CC3(C)C)C(=C)CCC1O2
114-07-8	CAS-RN	DTXSID4022991	Erythromycin	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
114-26-1	CAS-RN	DTXSID7021948	Propoxur	CNC(=O)OC1=CC=CC=C1OC(C)C	CNC(=O)OC1=CC=CC=C1OC(C)C
114-49-8	CAS-RN	DTXSID0032029	Scopolamine hydrobromide	Br.CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1	[H]C12CC(CC([H])(C3OC13)N2C)OC(=O)C(CO)C1=CC=CC=C1
114-80-7	CAS-RN	DTXSID9041075	Neostigmine bromide	[Br-].CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C	CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
114-86-3	CAS-RN	DTXSID1023449	Phenformin	NC(=N)NC(=N)NCCC1=CC=CC=C1	NC(=N)NC(=N)NCCC1=CC=CC=C1
1141487-54-8	CAS-RN	DTXSID20889273	Cyclohexanepentanol, .beta.-methyl-	CC(CO)CCCC1CCCCC1	CC(CO)CCCC1CCCCC1
114311-32-9	CAS-RN	DTXSID3034664	Imazamox	COCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O	COCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O
114369-43-6	CAS-RN	DTXSID8032548	Fenbuconazole	ClC1=CC=C(CCC(CN2C=NC=N2)(C#N)C2=CC=CC=C2)C=C1	ClC1=CC=C(CCC(CN2C=NC=N2)(C#N)C2=CC=CC=C2)C=C1
114460-08-1	CAS-RN	DTXSID80921385	4-(8-Methyl-8,9-dihydro-2H,7H-[1,3]dioxolo[4,5-h][2,3]benzodiazepin-5-yl)aniline	CC1CC2=CC3=C(OCO3)C=C2C(=NN1)C1=CC=C(N)C=C1	CC1CC2=CC3=C(OCO3)C=C2C(N=N1)C1=CC=C(N)C=C1
1146-95-8	CAS-RN	DTXSID5057622	Etifelmine hydrochloride	Cl.CCC(CN)=C(C1=CC=CC=C1)C1=CC=CC=C1	CCC(CN)=C(C1=CC=CC=C1)C1=CC=CC=C1
1146-99-2	CAS-RN	DTXSID0046228	Clorindione	ClC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O	ClC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O
114607-46-4	CAS-RN	DTXSID3048732	Acitazanolast	OC(=O)C(=O)NC1=CC=CC(=C1)C1=NN=NN1	OC(=O)C(=O)NC1=CC=CC(=C1)C1=NN=NN1
